104.020139,30.64225
104.020858,30.639765
104.021541,30.639734
104.022008,30.639796
104.022762,30.639081
104.02402,30.637776
104.024703,30.637155
104.025817,30.636036
104.026787,30.635228
104.027398,30.63442
104.02826,30.633519
104.02905,30.63296
104.029697,30.632183
104.029661,30.631282
104.030667,30.630225
104.030919,30.630256
104.03232,30.628796
104.033255,30.628361
104.034728,30.627491
104.036632,30.626776
104.037746,30.628671
104.038429,30.629883
104.038932,30.630753
104.039758,30.632121
104.040585,30.633643
104.041519,30.63529
104.042453,30.636875
104.042525,30.637217
104.040513,30.639267
104.03983,30.640106
104.038105,30.641784
104.036524,30.643462
104.0348,30.645047
104.033973,30.645979
104.032572,30.647377
104.03153,30.648433
104.030847,30.649024
104.027218,30.646321
104.026212,30.645482
104.02384,30.643866
104.020139,30.64225
