104.038577,30.657105
104.038792,30.655738
104.039152,30.654029
104.039331,30.653191
104.039583,30.651917
104.039942,30.651171
104.039978,30.650084
104.040445,30.648841
104.040553,30.647691
104.040805,30.646946
104.04102,30.645765
104.041236,30.644802
104.041344,30.64446
104.042134,30.645113
104.043679,30.646107
104.04447,30.646728
104.045404,30.647256
104.046518,30.647847
104.047452,30.647878
104.047668,30.649431
104.047632,30.65114
104.04756,30.652911
104.04756,30.654837
104.047452,30.656639
104.04756,30.657944
104.046087,30.657882
104.044685,30.657478
104.043284,30.657322
104.041847,30.65726
104.040517,30.657198
104.038577,30.657105
