103.991577,30.667232
103.990032,30.667139
103.989062,30.667263
103.986511,30.667387
103.984535,30.667667
103.983601,30.667729
103.983708,30.666393
103.983744,30.665741
103.982738,30.665554
103.982091,30.664871
103.980726,30.663163
103.979612,30.661765
103.977815,30.659714
103.977492,30.657385
103.976953,30.654992
103.973468,30.65229
103.973575,30.651326
103.973863,30.650736
103.974258,30.649711
103.974438,30.648468
103.974689,30.647909
103.977276,30.648624
103.979396,30.64909
103.980977,30.649431
103.983277,30.650022
103.984283,30.650394
103.984966,30.650581
103.985505,30.648033
103.985936,30.646449
103.986691,30.644833
103.987086,30.643373
103.987553,30.641695
103.987841,30.640794
103.988272,30.639582
103.988775,30.637873
103.989278,30.63663
103.989781,30.634455
103.990392,30.632839
103.990895,30.631441
103.991326,30.629545
103.991542,30.628831
103.993446,30.629545
103.995063,30.630384
103.996931,30.63113
103.998476,30.632
103.99995,30.632529
104.001279,30.633336
104.003112,30.634051
104.00419,30.634517
104.005124,30.635077
104.005375,30.63517
104.004405,30.636661
104.002752,30.639396
104.002034,30.640452
104.000381,30.642907
103.998872,30.645175
103.997794,30.646573
103.996213,30.648686
103.995278,30.650239
103.993769,30.651855
103.992188,30.65406
103.991254,30.655769
103.990715,30.657229
103.990535,30.659373
103.990571,30.661081
103.990931,30.66338
103.99129,30.664871
103.991577,30.666083
103.991577,30.667232
