104.044968,30.715674
104.04601,30.714339
104.047088,30.71319
104.047627,30.712445
104.048346,30.711513
104.049029,30.710675
104.049999,30.709402
104.050789,30.708377
104.051652,30.707135
104.05255,30.706049
104.053053,30.705241
104.053916,30.704279
104.054598,30.703223
104.055245,30.702385
104.055856,30.701515
104.056503,30.700863
104.058443,30.700739
104.06024,30.700801
104.062611,30.700801
104.063545,30.700832
104.063833,30.700832
104.063941,30.703596
104.063977,30.705117
104.063941,30.707042
104.063725,30.707943
104.063222,30.708564
104.062719,30.709371
104.061713,30.710054
104.061354,30.710768
104.059844,30.712072
104.059018,30.713097
104.058443,30.713407
104.05794,30.714245
104.056898,30.71527
104.05661,30.71617
104.056143,30.717102
104.054922,30.717257
104.053089,30.717164
104.050718,30.716884
104.048598,30.716574
104.046334,30.716419
104.044968,30.715674
