104.014498,30.707849
104.014175,30.705986
104.01439,30.7049
104.015217,30.70403
104.016151,30.702943
104.017229,30.702043
104.01845,30.70077
104.019277,30.699838
104.020247,30.699124
104.02172,30.698006
104.022726,30.697292
104.024379,30.696174
104.025601,30.695336
104.026895,30.694963
104.027937,30.695832
104.030057,30.697447
104.031422,30.698689
104.032248,30.699528
104.034153,30.700615
104.034764,30.701391
104.036309,30.702447
104.036524,30.70344
104.035087,30.704931
104.03347,30.706359
104.031602,30.707943
104.0302,30.709185
104.028691,30.710458
104.027649,30.711793
104.026391,30.712724
104.023984,30.711699
104.022116,30.710675
104.018918,30.709837
104.016618,30.708998
104.014498,30.707849
