104.091218,30.652041
104.090607,30.650332
104.090535,30.6494
104.090535,30.648686
104.090822,30.648095
104.091613,30.647785
104.092799,30.647256
104.093912,30.646977
104.094847,30.646387
104.095565,30.645703
104.096212,30.644926
104.096823,30.644243
104.097578,30.643373
104.09826,30.642254
104.098584,30.641819
104.09959,30.641975
104.100416,30.642161
104.100847,30.642192
104.101494,30.641757
104.102608,30.641229
104.103327,30.640949
104.103973,30.640701
104.1048,30.640079
104.105483,30.6398
104.106597,30.639458
104.107423,30.638961
104.108824,30.638401
104.109363,30.638122
104.109723,30.637904
104.110369,30.638899
104.111411,30.640639
104.112274,30.642037
104.113531,30.644056
104.114214,30.644926
104.114933,30.646231
104.116119,30.647878
104.116981,30.649307
104.117592,30.650239
104.118598,30.651606
104.118993,30.652942
104.118957,30.653066
104.118095,30.653532
104.116765,30.654154
104.115292,30.654744
104.114106,30.655365
104.113136,30.6558
104.11116,30.65667
104.110154,30.657167
104.10807,30.658285
104.106058,30.658969
104.104548,30.65987
104.101889,30.660957
104.099841,30.662075
104.098584,30.66251
104.097721,30.663069
104.096751,30.66164
104.096032,30.660864
104.095458,30.660056
104.094883,30.658969
104.094667,30.657944
104.094775,30.657012
104.0942,30.656111
104.093625,30.655489
104.09305,30.65521
104.092331,30.654495
104.092044,30.653688
104.091649,30.653035
104.091218,30.652041
